Wholesale broiler composite,OT,Retail-wholesale spread for broiler composite,date,Final_Search_4
0.0,108.3355678,0.0,1983/11/1,This is the market report for November 1983. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread is stable over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,114.1350754,0.0,1983/12/1,This is the market report for December 1983. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread is stable over the period. These trends indicate industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,120.6977236,0.0,1984/1/1,This is the market report for Q1 1984. Wholesale broiler prices are at very low levels. Wholesale prices demonstrate a stable trend throughout the period. The retail-wholesale spread is very narrow. The spread has remained stable over the period. These trends suggest industry-wide margin pressures. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,125.5589072,0.0,1984/2/1,This is the market report for February 1984. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread for broilers is very narrow. The spread between retail and wholesale prices has remained stable. These trends suggest industry-wide margin pressure. Consumers are benefiting from very low retail prices for chicken products.
0.0,124.1408596,0.0,1984/3/1,This is the market report for March 1984. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread for broilers is very narrow. The spread between retail and wholesale prices has remained stable. These trends suggest industry-wide margin pressure. Consumers are benefiting from low retail prices for chicken products.
0.0,122.974829,0.0,1984/4/1,This is the market report for April 1984. Wholesale broiler prices are very low. Wholesale prices remain stable. The retail-wholesale spread is very narrow. The spread has been consistent over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower chicken prices at retail.
0.0,119.2377432,0.0,1984/5/1,This is the market report for May 1984. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread is stable over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,120.4480128,0.0,1984/6/1,This is the market report for June 1984. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread has remained stable. These conditions suggest industry-wide margin pressure. Consumers are likely benefiting from low retail prices for chicken products.
0.0,120.8759936,0.0,1984/7/1,This is the market report for July 1984. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread has remained stable over the period. These trends suggest industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,116.215539,0.0,1984/8/1,This is the market report for August 1984. Wholesale broiler prices are very low. Wholesale prices remain stable throughout the period. The retail-wholesale spread is very narrow. The spread has remained consistent over the period. These trends suggest industry-wide margin pressures. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,117.94234,0.0,1984/9/1,This is the market report for September 1984. Wholesale broiler prices are very low. Wholesale prices remain stable. The retail-wholesale spread is very narrow. The spread has been consistent over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,114.7877024,0.0,1984/10/1,This is the market report for October 1984. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread for broilers is very narrow. The spread between retail and wholesale prices has remained stable. These trends suggest industry-wide margin pressure. Consumers are facing relatively unchanged retail prices for chicken products.
0.0,114.512484,0.0,1984/11/1,This is the market report for November 1984. Wholesale broiler prices are very low. Wholesale prices remain stable. The retail-wholesale spread is very narrow. The spread has been consistent over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,113.9187144,0.0,1984/12/1,This is the market report for December 1984. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread has remained stable. These conditions suggest industry-wide margin pressure. Consumers are likely benefiting from low retail prices for chicken products.
0.0,116.610535,0.0,1985/1/1,This is the market report for January 1985. Wholesale broiler prices are very low. Wholesale prices remain stable at the start of the year. The retail-wholesale spread is very narrow. The spread between retail and wholesale prices is stable. These trends suggest industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,116.3889212,0.0,1985/2/1,This is the market report for February 1985. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread is stable over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,115.2830096,0.0,1985/3/1,This is the market report for March 1985. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread is consistent over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,113.0111368,0.0,1985/4/1,This is the market report for April 1985. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread for broilers is very narrow. The spread between retail and wholesale prices has remained stable. These trends suggest industry-wide margin pressure. Consumers are benefiting from very low retail prices for chicken products.
0.0,112.843024,0.0,1985/5/1,This is the market report for May 1985. Wholesale broiler prices are very low. Wholesale prices remain stable throughout the period. The retail-wholesale spread is very narrow. The spread has remained stable over the period. These trends suggest industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,114.328076,0.0,1985/6/1,This is the market report for June 1985. Wholesale broiler prices are very low. Wholesale prices remain stable. The retail-wholesale spread is very narrow. The spread has been consistent over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,115.3055992,0.0,1985/7/1,This is the market report for July 1985. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread for broilers is very narrow. The spread between retail and wholesale prices has remained stable. These trends suggest industry-wide margin pressure. Consumers are benefiting from low retail prices for chicken products.
0.0,113.2766336,0.0,1985/8/1,This is the market report for August 1985. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread is consistent over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower chicken prices at retail.
0.0,114.7296,0.0,1985/9/1,This is the market report for September 1985. Wholesale broiler prices are very low. Wholesale prices remain stable. The retail-wholesale spread is very narrow. The spread has been consistent over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,112.6197552,0.0,1985/10/1,This is the market report for October 1985. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread has remained stable over the period. These trends suggest industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,115.8473632,0.0,1985/11/1,This is the market report for November 1985. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread has remained stable over the period. These trends suggest industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,121.074474,0.0,1985/12/1,This is the market report for December 1985. Wholesale broiler prices are very low. Wholesale prices remain stable. The retail-wholesale spread is very narrow. The spread has been consistent over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,119.5894266,0.0,1986/1/1,This is the market report for January 1986. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread for broilers is very narrow. The spread between retail and wholesale prices has remained stable. These trends suggest industry-wide margin pressure. Consumers are benefiting from low retail prices for chicken products.
0.0,117.1964574,0.0,1986/2/1,This is the market report for February 1986. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread has remained stable over the period. These trends suggest industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,115.4630568,0.0,1986/3/1,This is the market report for March 1986. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread for broilers is very narrow. The spread between retail and wholesale prices has remained stable. These trends suggest industry-wide margin pressure. Consumers are benefiting from very low retail prices for chicken products.
0.0,116.4438852,0.0,1986/4/1,This is the market report for April 1986. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread has remained stable over the period. These trends suggest industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,116.486737,0.0,1986/5/1,This is the market report for May 1986. Wholesale broiler prices are very low. Wholesale prices remain stable throughout the period. The retail-wholesale spread is very narrow. The spread has remained consistent over the period. These trends suggest industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,121.9123852,0.0,1986/6/1,This is the market report for June 1986. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread is stable over the period. These trends indicate industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,132.924856,0.0,1986/7/1,This is the market report for July 1986. Wholesale broiler prices are very low. Wholesale prices remain stable. The retail-wholesale spread is very narrow. The spread has been consistent over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,144.088662,0.0,1986/8/1,This is the market report for August 1986. Wholesale broiler prices are very low. Wholesale prices remain stable. The retail-wholesale spread is very narrow. The spread has been consistent over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,139.6933952,0.0,1986/9/1,This is the market report for September 1986. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread is consistent over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower chicken prices at retail.
0.0,136.1910876,0.0,1986/10/1,This is the market report for October 1986. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread has remained stable over the period. These trends suggest industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,137.6625264,0.0,1986/11/1,This is the market report for November 1986. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread has remained stable over the period. These trends suggest industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,137.3675716,0.0,1986/12/1,This is the market report for December 1986. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread has remained stable over the period. These trends suggest industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,130.620512,0.0,1987/1/1,This is the market report for January 1987. Wholesale broiler prices are very low. Wholesale prices remain stable at a low level. The retail-wholesale spread is very narrow. The spread between retail and wholesale prices has remained stable. These trends suggest industry-wide margin pressure. Consumers are benefiting from low retail prices for chicken products.
0.0,128.6062912,0.0,1987/2/1,This is the market report for February 1987. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread has remained stable over the period. These trends suggest industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,126.4429248,0.0,1987/3/1,This is the market report for March 1987. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread has remained stable over the period. These trends suggest industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,124.838605,0.0,1987/4/1,This is the market report for April 1987. Wholesale broiler prices are very low. Wholesale prices remain stable. The retail-wholesale spread is very narrow. The spread has been consistent over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,123.2568428,0.0,1987/5/1,This is the market report for May 1987. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread is stable over the period. These trends indicate industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,121.884657,0.0,1987/6/1,This is the market report for June 1987. Wholesale broiler prices are very low. Wholesale prices remain stable. The retail-wholesale spread is very narrow. The spread has been consistent over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower chicken prices at retail.
0.0,119.9991864,0.0,1987/7/1,This is the market report for July 1987. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread is stable over the period. These trends indicate industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,123.388214,0.0,1987/8/1,This is the market report for August 1987. Wholesale broiler prices are very low. Wholesale prices remain stable throughout the period. The retail-wholesale spread is very narrow. The spread between retail and wholesale prices is stable. These trends suggest industry-wide margin pressures. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,122.5653976,0.0,1987/9/1,This is the market report for September 1987. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread is stable over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,123.0200188,0.0,1987/10/1,This is the market report for October 1987. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread is stable over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,119.561109,0.0,1987/11/1,This is the market report for November 1987. Wholesale broiler prices are very low. Wholesale prices remain stable. The retail-wholesale spread is very narrow. The spread has been consistent over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,118.9630352,0.0,1987/12/1,"This is the market report for December 1987. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread for broilers is very narrow. The spread between retail and wholesale prices has remained stable. With such low and stable wholesale prices and a narrow spread, there's pressure on both producers and retailers' margins. Consumers are benefiting from consistently low prices at retail."
0.0,119.2587638,0.0,1988/1/1,This is the market report for January 1988. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread is stable over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,117.2203504,0.0,1988/2/1,This is the market report for February 1988. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread is stable over the period. These trends indicate industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,120.362984,0.0,1988/3/1,This is the market report for March 1988. Wholesale broiler prices are very low. Wholesale prices remain stable throughout the period. The retail-wholesale spread is very narrow. The spread has remained consistent over the period. These trends suggest industry-wide margin pressures. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,121.2307926,0.0,1988/4/1,This is the market report for April 1988. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread is stable over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,126.364757,0.0,1988/5/1,This is the market report for May 1988. Wholesale broiler prices are very low. Wholesale prices remain stable throughout the month. The retail-wholesale spread is very narrow. The spread has remained consistent over the period. These trends suggest industry-wide margin pressures. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,134.732654,0.0,1988/6/1,This is the market report for June 1988. Wholesale broiler prices are very low. Wholesale prices remain stable. The retail-wholesale spread is very narrow. The spread has been consistent over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower chicken prices at retail.
0.0,146.3912884,0.0,1988/7/1,This is the market report for July 1988. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread has remained stable over the period. These trends suggest industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,148.071178,0.0,1988/8/1,This is the market report for August 1988. Wholesale broiler prices are very low. Wholesale prices remain stable throughout the period. The retail-wholesale spread is very narrow. The spread has remained stable over the period. These trends suggest industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,148.1555038,0.0,1988/9/1,This is the market report for September 1988. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread is stable over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower chicken prices at retail.
0.0,144.568045,0.0,1988/10/1,This is the market report for October 1988. Wholesale broiler prices are very low. Wholesale prices remain stable. The retail-wholesale spread is very narrow. The spread has been consistent over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower chicken prices at retail.
0.0,141.2297488,0.0,1988/11/1,This is the market report for November 1988. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread has remained stable over the period. These trends suggest industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,141.6085104,0.0,1988/12/1,This is the market report for December 1988. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread for broilers is very narrow. The spread between retail and wholesale prices has remained stable. These trends suggest industry-wide margin pressure. Consumers are benefiting from low retail prices for chicken products.
0.0,142.441643,0.0,1989/1/1,This is the market report for January 1989. Wholesale broiler prices are very low. Wholesale prices remain stable. The retail-wholesale spread is very narrow. The spread has been consistent over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,140.5259184,0.0,1989/2/1,This is the market report for February 1989. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread is stable over the period. These trends indicate industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,141.5946202,0.0,1989/3/1,This is the market report for March 1989. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread has remained stable over the period. These trends suggest industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,145.5409952,0.0,1989/4/1,This is the market report for April 1989. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread for broilers is very narrow. The spread between retail and wholesale prices has remained stable. These trends suggest industry-wide margin pressure. Consumers are benefiting from very low retail prices for chicken products.
0.0,151.398214,0.0,1989/5/1,This is the market report for May 1989. Wholesale broiler prices are very low. Wholesale prices remain stable throughout the period. The retail-wholesale spread is very narrow. The spread has remained consistent over the period. These trends suggest industry-wide margin pressures. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,158.1133846,0.0,1989/6/1,This is the market report for June 1989. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread is stable over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,155.3472036,0.0,1989/7/1,This is the market report for July 1989. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread is very narrow. The spread is stable over the period. These trends indicate industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,152.176598,0.0,1989/8/1,This is the market report for August 1989. Wholesale broiler prices are very low. Wholesale prices remain stable. The retail-wholesale spread is very narrow. The spread has been consistent over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,146.4646338,0.0,1989/9/1,"This is the market report for September 1989. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread for broilers is very narrow. The spread between retail and wholesale prices has remained stable. With such low and stable wholesale prices and a narrow spread, there's industry-wide margin pressure. Consumers are benefiting from low chicken prices at grocery stores."
0.0,144.66489,0.0,1989/10/1,This is the market report for October 1989. Wholesale broiler prices are very low. Wholesale prices remain stable. The retail-wholesale spread is very narrow. The spread has been consistent over the period. These trends indicate significant industry-wide margin pressure. Consumers are likely benefiting from lower chicken prices at retail.
0.0,140.381244,0.0,1989/11/1,This is the market report for November 1989. Wholesale broiler prices are very low. Wholesale prices remain stable throughout the month. The retail-wholesale spread is very narrow. The spread has remained consistent over the period. These trends suggest industry-wide margin pressures. Consumers are likely benefiting from lower retail prices for chicken products.
0.0,140.2829128,0.0,1989/12/1,This is the market report for December 1989. Wholesale broiler prices are very low. Wholesale prices are stable. The retail-wholesale spread for broilers is very narrow. The spread between retail and wholesale prices has remained stable. These trends suggest industry-wide margin pressure. Consumers are benefiting from low retail prices for chicken products.
59.27,139.8430278,80.5730278,1990/1/1,"This is the market report for January 1990.  Wholesale broiler prices are very low.  Wholesale prices are showing a steady increase throughout the period.  The retail-wholesale spread is very wide.  The spread has been rapidly widening over the period.  These trends suggest strong industry-wide profitability, especially benefiting retailers.  Consumers are likely facing significantly higher retail prices for chicken products."
67.63,142.616444,74.986444,1990/2/1,"This is the market report for February 1990. Wholesale broiler prices are very low. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread has been stable during this period. These trends suggest strong industry-wide profitability, benefiting the retailer side markedly. Consumers are likely facing significantly higher retail prices for chicken products."
67.78,148.343028,80.563028,1990/3/1,"This is the market report for March 1990. Wholesale broiler prices are very low. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread has been stable during this period. These trends suggest strong industry-wide profitability, benefiting the retailers more significantly. Consumers are likely facing high retail prices for chicken products despite the low wholesale costs."
63.64,143.4922484,79.8522484,1990/4/1,"This is the market report for April 1990.  Wholesale broiler prices are currently very low. Wholesale prices are stable this month. The retail-wholesale spread is very wide. The spread has remained constant over the period. These trends suggest strong retail profitability, potentially at the expense of producer margins. Consumers are likely facing unusually high retail prices for chicken products despite lower wholesale prices."
66.56,147.9143296,81.3543296,1990/5/1,This is the market report for May 1990. Wholesale broiler prices are very high. Wholesale prices are showing a steady increase. The retail-wholesale spread is very wide. The spread has been gradually widening. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
59.41,148.4474272,89.0374272,1990/6/1,This is the market report for June 1990. Wholesale broiler prices are very low. Wholesale prices are relatively stable for this period. The retail-wholesale spread is very wide. The spread has remained consistently wide. These trends suggest strong retailer profitability but could indicate pressure on producer margins. Consumers are likely experiencing significantly higher retail prices for chicken products compared to wholesale costs.
66.95,149.960894,83.010894,1990/7/1,This is the market report for July 1990. Wholesale broiler prices are very low. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread has been stable during this period. These trends suggest strong retailer profitability at the expense of producer margins. Consumers are likely experiencing high retail prices compared to wholesale costs.
62.05,147.2178242,85.1678242,1990/8/1,"This is the market report for August 1990. Wholesale broiler prices are very low. Wholesale prices are relatively stable. The retail-wholesale spread is very wide. The spread between retail and wholesale prices has been stable. These trends suggest strong retailer profitability, potentially at the expense of producer margins. Consumers are facing significantly higher retail prices compared to wholesale prices."
64.91,148.5534434,83.6434434,1990/9/1,This is the market report for September 1990.  Wholesale broiler prices are very high.  Wholesale prices are showing a steady increase throughout the period.  The retail-wholesale spread is very wide.  The spread has been rapidly widening over the period.  These trends suggest strong industry-wide profitability.  Consumers are likely facing significantly higher retail prices for chicken products.
56.59,145.2224144,88.6324144,1990/10/1,This is the market report for October 1990.  Wholesale broiler prices are very high.  Wholesale prices are showing a steady increase throughout the period.  The retail-wholesale spread is very wide.  The spread has been rapidly widening over the period.  These trends suggest strong industry-wide profitability.  Consumers are likely facing significantly higher retail prices for chicken products.
54.98,143.381864,88.401864,1990/11/1,This is the market report for November 1990. Wholesale broiler prices are very high. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread has been stable during this period. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
56.32,141.06048,84.74048,1990/12/1,This is the market report for December 1990. Wholesale broiler prices are very high. Wholesale prices are currently elevated. The retail-wholesale spread is very wide. The spread between retail and wholesale prices is considerably large. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
60.17,144.31192,84.14192,1991/1/1,This is the market report for January 1991. Wholesale broiler prices are very high. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread between retail and wholesale prices is stable. These trends suggest strong industry-wide profitability. Consumers are likely facing significantly higher retail prices for chicken products.
59.08,144.175024,85.095024,1991/2/1,This is the market report for February 1991. Wholesale broiler prices are very low. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread has been stable during this period. These trends suggest strong retailer profitability at the expense of producer margins. Consumers are likely experiencing high retail prices compared to wholesale costs.
57.46,142.7791984,85.3191984,1991/3/1,"This is the market report for March 1991. Wholesale broiler prices are very low. Wholesale prices are relatively stable. The retail-wholesale spread is very wide. The spread between retail and wholesale prices has been stable. These trends suggest strong retailer profitability, potentially at the expense of producer margins. Consumers are facing significantly higher retail prices relative to wholesale costs."
61.56,142.165684,80.605684,1991/4/1,This is the market report for April 1991. Wholesale broiler prices are low. Wholesale prices remain stable. The retail-wholesale spread is very wide. The spread appears stable for this period. These conditions suggest strong retailer profitability at the expense of producers. Consumers are facing significantly higher prices at retail compared to the wholesale market.
61.06,144.9524772,83.8924772,1991/5/1,"This is the market report for May 1991.  Wholesale broiler prices are currently very low. Wholesale prices are stable this month. The retail-wholesale spread is very wide. The spread has remained constant over the period. These trends suggest strong retail profitability, potentially at the expense of producer margins. Consumers are likely facing unusually high retail prices for chicken products despite lower wholesale prices."
61.25,144.61,83.36,1991/6/1,"This is the market report for June 1991. Wholesale broiler prices are at very low levels. Wholesale prices are stable. The retail-wholesale spread is very wide. The spread is stable over the period. These trends indicate strong profitability for retailers, given the high spread despite low wholesale prices. Consumers are likely facing significantly higher prices at retail despite inexpensive wholesale costs."
58.67,144.89,86.22,1991/7/1,This is the market report for July 1991. Wholesale broiler prices are very high. Wholesale prices show a consistent upward trend throughout the month. The retail-wholesale spread is extremely wide. The spread has been rapidly widening over the period. These trends suggest strong industry-wide profitability. Consumers are facing significantly higher retail prices for chicken products.
61.97,146.6,84.63,1991/8/1,This is the market report for August 1991. Wholesale broiler prices are at very low levels. Wholesale prices are currently stable. The retail-wholesale spread is very wide. The spread has been gradually widening over the period. These trends suggest strong industry-wide profitability. Consumers are likely facing higher retail prices for chicken products.
